"Hub","CY","Daily.kgH2","hub.type","full.address","lon","lat","zip"
"Fairchild Industrial Park",2029,1040,"Industrial Park","6698 Waterloo Rd, Stockton, CA 95215, USA",-121.218905,38.004751,95215
"Fairchild Industrial Park",2030,1160,"Industrial Park","6698 Waterloo Rd, Stockton, CA 95215, USA",-121.218905,38.004751,95215
"Fairgrounds Industrial Park",2018,0,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"Fairgrounds Industrial Park",2019,20,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"Fairgrounds Industrial Park",2020,50,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"Fairgrounds Industrial Park",2021,100,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"Fairgrounds Industrial Park",2022,160,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"Fairgrounds Industrial Park",2023,240,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"Fairgrounds Industrial Park",2024,340,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"Fairgrounds Industrial Park",2025,440,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"Fairgrounds Industrial Park",2026,570,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"Fairgrounds Industrial Park",2027,710,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"Fairgrounds Industrial Park",2028,870,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"Fairgrounds Industrial Park",2029,1040,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"Fairgrounds Industrial Park",2030,1160,"Industrial Park","1331 S Wilson Way, Stockton, CA 95205, USA",-121.268202,37.942209,95205
"FedEx Ship Center Bakersfield BFLA",2018,0,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Bakersfield BFLA",2019,0,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Bakersfield BFLA",2020,0,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Bakersfield BFLA",2024,97.5,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Bakersfield BFLA",2021,0,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Bakersfield BFLA",2022,15,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Bakersfield BFLA",2023,52.5,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Bakersfield BFLA",2028,352.5,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Bakersfield BFLA",2025,150,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Bakersfield BFLA",2026,210,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Bakersfield BFLA",2027,277.5,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Bakersfield BFLA",2029,427.5,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Bakersfield BFLA",2030,510,"Package Delivery Center","2103 Airport Dr, Bakersfield, CA 93308",-119.039478,35.425314,93308
"FedEx Ship Center Canoga Park JSNA",2021,0,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Canoga Park JSNA",2018,0,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Canoga Park JSNA",2019,0,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Canoga Park JSNA",2020,0,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Canoga Park JSNA",2022,15,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Canoga Park JSNA",2023,52.5,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Canoga Park JSNA",2024,97.5,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Canoga Park JSNA",2025,150,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Canoga Park JSNA",2026,210,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Canoga Park JSNA",2027,277.5,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Canoga Park JSNA",2028,352.5,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Canoga Park JSNA",2029,427.5,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Canoga Park JSNA",2030,510,"Package Delivery Center","21300 Vanowen St, Canoga Park, CA 91303",-118.571851,34.192943,91303
"FedEx Ship Center Carlsbad CLDA",2018,0,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Carlsbad CLDA",2019,0,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Carlsbad CLDA",2020,0,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Carlsbad CLDA",2021,0,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Carlsbad CLDA",2022,15,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Carlsbad CLDA",2023,52.5,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Carlsbad CLDA",2024,97.5,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Carlsbad CLDA",2025,150,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Carlsbad CLDA",2026,210,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Carlsbad CLDA",2027,277.5,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Carlsbad CLDA",2028,352.5,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Carlsbad CLDA",2029,427.5,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Carlsbad CLDA",2030,510,"Package Delivery Center","2495 Faraday Ave, Carlsbad, CA 92010",-117.269069,33.135455,92010
"FedEx Ship Center Chico CICA",2018,0,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center Chico CICA",2019,0,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center Chico CICA",2020,0,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center Chico CICA",2021,0,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center Chico CICA",2024,97.5,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center Chico CICA",2025,150,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center Chico CICA",2022,15,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center Chico CICA",2023,52.5,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center Chico CICA",2028,352.5,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center Chico CICA",2029,427.5,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center Chico CICA",2026,210,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center Chico CICA",2027,277.5,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center Chico CICA",2030,510,"Package Delivery Center","1330 Fortress St, Chico, CA 95973",-121.855661,39.803866,95973
"FedEx Ship Center City Of Industry POCA",2022,15,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center City Of Industry POCA",2023,52.5,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center City Of Industry POCA",2018,0,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center City Of Industry POCA",2019,0,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center City Of Industry POCA",2020,0,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center City Of Industry POCA",2021,0,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center City Of Industry POCA",2024,97.5,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center City Of Industry POCA",2025,150,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center City Of Industry POCA",2026,210,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center City Of Industry POCA",2027,277.5,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center City Of Industry POCA",2028,352.5,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center City Of Industry POCA",2029,427.5,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center City Of Industry POCA",2030,510,"Package Delivery Center","1081 Fullerton Rd, City Of Industry, CA 91748",-117.958675,34.019734,91748
"FedEx Ship Center Clovis FATA",2018,0,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Clovis FATA",2019,0,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Clovis FATA",2020,0,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Clovis FATA",2021,0,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Clovis FATA",2022,15,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Clovis FATA",2023,52.5,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Clovis FATA",2024,97.5,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Clovis FATA",2025,150,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Clovis FATA",2026,210,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Clovis FATA",2027,277.5,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Clovis FATA",2028,352.5,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Clovis FATA",2029,427.5,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Clovis FATA",2030,510,"Package Delivery Center","3225 Villa Ave, Clovis, CA 93612",-119.712619,36.792167,93612
"FedEx Ship Center Costa Mesa APVA",2018,0,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Costa Mesa APVA",2019,0,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Costa Mesa APVA",2020,0,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Costa Mesa APVA",2021,0,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Costa Mesa APVA",2022,15,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Costa Mesa APVA",2023,52.5,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Costa Mesa APVA",2027,277.5,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Costa Mesa APVA",2024,97.5,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Costa Mesa APVA",2025,150,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Costa Mesa APVA",2026,210,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Costa Mesa APVA",2028,352.5,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Costa Mesa APVA",2029,427.5,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Costa Mesa APVA",2030,510,"Package Delivery Center","1650 Sunflower Ave, Costa Mesa, CA 92626",-117.918669,33.641132,92626
"FedEx Ship Center Culver City CCDA",2024,97.5,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Culver City CCDA",2018,0,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Culver City CCDA",2019,0,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Culver City CCDA",2020,0,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Culver City CCDA",2021,0,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Culver City CCDA",2022,15,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Culver City CCDA",2023,52.5,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Culver City CCDA",2025,150,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Culver City CCDA",2026,210,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Culver City CCDA",2027,277.5,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Culver City CCDA",2028,352.5,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Culver City CCDA",2029,427.5,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Culver City CCDA",2030,510,"Package Delivery Center","3700 S Robertson Blvd, Culver City, CA 90232",-118.389849,34.027055,90232
"FedEx Ship Center Emeryville JEMA",2018,0,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Emeryville JEMA",2019,0,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Emeryville JEMA",2020,0,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Emeryville JEMA",2021,0,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Emeryville JEMA",2022,15,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Emeryville JEMA",2023,52.5,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Emeryville JEMA",2024,97.5,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Emeryville JEMA",2025,150,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Emeryville JEMA",2026,210,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Emeryville JEMA",2027,277.5,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Emeryville JEMA",2028,352.5,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Emeryville JEMA",2029,427.5,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Emeryville JEMA",2030,510,"Package Delivery Center","1600 63rd St, Emeryville, CA 94608",-122.285247,37.831316,94608
"FedEx Ship Center Eureka EKAA",2018,0,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Eureka EKAA",2019,0,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Eureka EKAA",2020,0,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Eureka EKAA",2021,0,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Eureka EKAA",2022,15,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Eureka EKAA",2023,52.5,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Eureka EKAA",2024,97.5,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Eureka EKAA",2028,352.5,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Eureka EKAA",2025,150,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Eureka EKAA",2026,210,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Eureka EKAA",2027,277.5,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Eureka EKAA",2029,427.5,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Eureka EKAA",2030,510,"Package Delivery Center","1605 Short St, Eureka, CA 95501",-124.18006,40.792469,95501
"FedEx Ship Center Fullerton FULA",2025,150,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Fullerton FULA",2018,0,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Fullerton FULA",2019,0,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Fullerton FULA",2020,0,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Fullerton FULA",2021,0,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Fullerton FULA",2022,15,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Fullerton FULA",2023,52.5,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Fullerton FULA",2024,97.5,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Fullerton FULA",2026,210,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Fullerton FULA",2027,277.5,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Fullerton FULA",2028,352.5,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Fullerton FULA",2029,427.5,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Fullerton FULA",2030,510,"Package Delivery Center","2500 Kimberly Ave, Fullerton, CA 92831",-117.884724,33.86322,92831
"FedEx Ship Center Gardena TOAA",2018,0,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Gardena TOAA",2019,0,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Gardena TOAA",2020,0,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Gardena TOAA",2021,0,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Gardena TOAA",2022,15,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Gardena TOAA",2023,52.5,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Gardena TOAA",2024,97.5,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Gardena TOAA",2025,150,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Gardena TOAA",2026,210,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Gardena TOAA",2027,277.5,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Gardena TOAA",2028,352.5,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Gardena TOAA",2029,427.5,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Gardena TOAA",2030,510,"Package Delivery Center","18115 S Main St, Gardena, CA 90248",-118.308962,33.888349,90248
"FedEx Ship Center Goleta SBAA",2018,0,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Goleta SBAA",2019,0,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Goleta SBAA",2020,0,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Goleta SBAA",2021,0,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Goleta SBAA",2022,15,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Goleta SBAA",2023,52.5,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Goleta SBAA",2024,97.5,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Goleta SBAA",2025,150,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Goleta SBAA",2028,352.5,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Goleta SBAA",2029,427.5,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Goleta SBAA",2026,210,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Goleta SBAA",2027,277.5,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Goleta SBAA",2030,510,"Package Delivery Center","495 S Fairview Ave C, Goleta, CA 93117",-119.832113,34.432213,93117
"FedEx Ship Center Grass Valley OVEA",2026,210,"Package Delivery Center","109 Spring Hill Dr, Grass Valley, CA 95945",-121.041928,39.224257,95945
"FedEx Ship Center Grass Valley OVEA",2027,277.5,"Package Delivery Center","109 Spring Hill Dr, Grass Valley, CA 95945",-121.041928,39.224257,95945
"FedEx Ship Center Grass Valley OVEA",2018,0,"Package Delivery Center","109 Spring Hill Dr, Grass Valley, CA 95945",-121.041928,39.224257,95945
"FedEx Ship Center Grass Valley OVEA",2019,0,"Package Delivery Center","109 Spring Hill Dr, Grass Valley, CA 95945",-121.041928,39.224257,95945
"FedEx Ship Center Grass Valley OVEA",2020,0,"Package Delivery Center","109 Spring Hill Dr, Grass Valley, CA 95945",-121.041928,39.224257,95945
"FedEx Ship Center Grass Valley OVEA",2021,0,"Package Delivery Center","109 Spring Hill Dr, Grass Valley, CA 95945",-121.041928,39.224257,95945
"FedEx Ship Center Grass Valley OVEA",2022,15,"Package Delivery Center","109 Spring Hill Dr, Grass Valley, CA 95945",-121.041928,39.224257,95945
"FedEx Ship Center Grass Valley OVEA",2023,52.5,"Package Delivery Center","109 Spring Hill Dr, Grass Valley, CA 95945",-121.041928,39.224257,95945
"FedEx Ship Center Grass Valley OVEA",2024,97.5,"Package Delivery Center","109 Spring Hill Dr, Grass Valley, CA 95945",-121.041928,39.224257,95945
"FedEx Ship Center Grass Valley OVEA",2025,150,"Package Delivery Center","109 Spring Hill Dr, Grass Valley, CA 95945",-121.041928,39.224257,95945
"FedEx Ship Center Grass Valley OVEA",2028,352.5,"Package Delivery Center","109 Spring Hill Dr, Grass Valley, CA 95945",-121.041928,39.224257,95945
