fleet_name,CY,daily_VMT_per_veh
Truck Fleet at Sycamore Industrial Park,2021,150
Truck Fleet at Torrey Knolls Industrial Park,2021,150
Truck Fleet at Triangle Industrial Park,2021,150
Truck Fleet at Victory Industrial Park,2021,150
Truck Fleet at Walnut Industrial Park,2021,150
Truck Fleet at West Park Logistics Center,2021,150
Truck Fleet at Westminster Industrial Center,2021,150
Truck Fleet at Whitehall Industrial Park,2021,150
Truck Fleet at Wiegman Distribution Center,2021,150
Truck Fleet at Williams Street Industrial Park,2021,150
Truck Fleet at Winton Industrial Center,2021,150
Truck Fleet at Winton Logistics Center,2021,150
Truck Fleet at Wrigley Creek Industrial Park,2021,150
Truck Fleet at Zanker/Charcot Industrial Park,2021,150
Truck Fleet at Centerpoint Intermodal Center,2021,150
Truck Fleet at Fairchild Industrial Park,2021,150
Truck Fleet at Old River Industrial Park,2021,150
Truck Fleet at ProLogis Park Duck Creek,2021,150
Santa Monica Big Blue Bus,2021,150
Fresno Area Express,2021,150
Santa Barbara Metropolitan Transit District,2021,150
Santa Cruz Metropolitan Transit District,2021,150
Monterey-Salinas Transit,2021,150
Santa Clarita Transit,2021,150
Fresno County Rural Transit Agency,2021,150
Los Angeles County MTA Division 1,2021,150
Los Angeles County MTA Division 2,2021,150
Los Angeles County MTA Division 3,2021,150
Los Angeles County MTA Division 5,2021,150
Los Angeles County MTA Division 6,2021,150
Los Angeles County MTA Division 7,2021,150
Los Angeles County MTA Division 8,2021,150
Los Angeles County MTA Division 9,2021,150
Los Angeles County MTA Division 10,2021,150
Los Angeles County MTA Division 11,2021,150
Los Angeles County MTA Division 13,2021,150
Los Angeles County MTA Division 15,2021,150
Los Angeles County MTA Division 18,2021,150
Orange County Transportation Authority Garden Grove,2021,150
Orange County Transportation Authority Santa Ana,2021,150
San Diego Metropolitan Transit System Imperial Avenue Division,2021,150
San Diego Metropolitan Transit System Kearny Mesa Division,2021,150
San Diego Metropolitan Transit System South Bay Bus Maintenance Facility,2021,150
San Diego Metropolitan Transit System East County Bus Maintenance Facility,2021,150
San Diego Metropolitan Transit System Copley Park Maintenance Facility,2021,150
Alameda/Contra Costa Transit District Emeryville Division,2021,150
Alameda/Contra Costa Transit District Richmond Division,2021,150
Alameda/Contra Costa Transit District East Oakland Division,2021,150
Alameda/Contra Costa Transit District Hayward Division,2021,150
Santa Clara Valley Transportation Authority - Chaboya Division,2021,150
Santa Clara Valley Transportation Authority - Cerone Division,2021,150
Santa Clara Valley Transportation Authority - North Division,2021,150
San Mateo County Transit District North Base,2021,150
San Mateo County Transit District South Base,2021,150
Sacramento Regional Transit District,2021,150
Golden Gate Transit - San Rafael,2021,150
Golden Gate Transit - Santa Rosa,2021,150
Golden Gate Transit - Novato,2021,150
Golden Gate Transit - San Francisco,2021,150
Riverside Transit Agency - Riverside Division,2021,150
Riverside Transit Agency -  Hemet Division,2021,150
Delivery Fleet at UPS CC - BAKERSFIELD 11318,2021,150
Delivery Fleet at UPS CC - MOJAVE 11497,2021,150
Delivery Fleet at UPS CC - LANCASTER 11492,2021,150
Delivery Fleet at UPS CC - VISALIA 11321,2021,150
Delivery Fleet at UPS CC - RIDGECREST 11496,2021,150
Delivery Fleet at UPS CC - VENTURA 11485,2021,150
Delivery Fleet at UPS CC - GOLETA 11489,2021,150
Delivery Fleet at UPS CC - NEWBURY PARK 11481,2021,150
Delivery Fleet at UPS CC - SYLMAR 11031,2021,150
Delivery Fleet at UPS CC - VAN NUYS 11021,2021,150
Delivery Fleet at UPS CC - SANTA MARIA 11494,2021,150
Delivery Fleet at UPS CC - SAN LUIS OBISPO 11491,2021,150
Delivery Fleet at UPS CC LOS ANGELES 11026,2021,150
Delivery Fleet at UPS CC - LOS ANGELES 11022,2021,150
Delivery Fleet at UPS CC - LOS ANGELES 11023,2021,150
Delivery Fleet at UPS CC - FRESNO 11317,2021,150
Delivery Fleet at UPS CC - BALDWIN PARK 11024,2021,150
Delivery Fleet at UPS CC - GARDENA 11477,2021,150
Delivery Fleet at UPS CC - VICTORVILLE 11483,2021,150
Delivery Fleet at UPS CERRITOS 11027,2021,150
Delivery Fleet at UPS CC CHICO 11314,2021,150
Delivery Fleet at UPS CC - MARYSVILLE 11331,2021,150
Delivery Fleet at UPS CC - QUANCY 10698,2021,150
Delivery Fleet at UPS CC - GRASS VALLEY 11305,2021,150
Delivery Fleet at UPS CC  - ANDERSON 11325,2021,150
Delivery Fleet at UPS CC - ROCKLIN 11326,2021,150
Delivery Fleet at UPS CC - LAKEPORT 11328,2021,150
Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,2021,150
Delivery Fleet at UPS CC UKIAH 11322,2021,150
Delivery Fleet at UPS CORDOVA BUILDING 93411,2021,150
Delivery Fleet at UPS CC - SUSANVILLE 11333,2021,150
Delivery Fleet at UPS CC - SANTA ROSA 11323,2021,150
Delivery Fleet at UPS CC - NAPA 11330,2021,150
Delivery Fleet at UPS CC - FAIRFIELD 11313,2021,150
Delivery Fleet at UPS CC - FORT BRAGG 11335,2021,150
Delivery Fleet at UPS CC - PETALUMA 11340,2021,150
Delivery Fleet at UPS CC - SOUTH LAKE TAHOE 11334,2021,150
Delivery Fleet at UPS CC-OAKLEY 143816,2021,150
Delivery Fleet at UPS CC - CONCORD 11312,2021,150
Delivery Fleet at UPS CC - MERCED 11329,2021,150
Delivery Fleet at UPS CC - BISHOP 11495,2021,150
Delivery Fleet at UPS CC - CERES 11324,2021,150
Delivery Fleet at UPS CC - ANGELS CAMP 11341,2021,150
Delivery Fleet at UPS CC - SALINAS 11319,2021,150
Delivery Fleet at UPS CC - MONTEREY 11339,2021,150
Delivery Fleet at UPS CC - STOCKTON 11316,2021,150
Delivery Fleet at UPS CC - SAN JOSE 11338,2021,150
Delivery Fleet at UPS CC - SANTA CRUZ 11327,2021,150
Delivery Fleet at UPS CC - SUNNYVALE 11308,2021,150
Delivery Fleet at UPS CC - MENLO PARK 11311,2021,150
Delivery Fleet at UPS CC - SAN RAMON 11343,2021,150
Delivery Fleet at UPS CC - ANAHEIM 11476,2021,150
Delivery Fleet at UPS CC - ONTARIO 11482,2021,150
Delivery Fleet at UPS CC - ALISO VIEJO 11480,2021,150
Delivery Fleet at UPS CC - AVALON 11025,2021,150
Delivery Fleet at UPS CC - RIVERSIDE 11490,2021,150
Delivery Fleet at UPS CC - SAN BERNARDINO 11486,2021,150
Delivery Fleet at UPS CC - ROMOLAND 11493,2021,150
Delivery Fleet at UPS CC - YREKA 10697,2021,150
Delivery Fleet at UPS CC EUREKA 11320,2021,150
Delivery Fleet at UPS CC - CRESCENT CITY 11332,2021,150
Delivery Fleet at UPS CC - RICHMOND 11342,2021,150
Delivery Fleet at UPS CC - SAN RAFAEL 11310,2021,150
Delivery Fleet at UPS CC - OAKLAND 11309,2021,150
Delivery Fleet at UPS CC - SAN FRANCISCO 11306,2021,150
Delivery Fleet at UPS CC - SAN DIEGO 11478,2021,150
Delivery Fleet at UPS CC - CHULA VISTA 11479,2021,150
Delivery Fleet at UPS CC - SAN MARCOS 11487,2021,150
Delivery Fleet at UPS CC - PALM SPRINGS 11488,2021,150
Delivery Fleet at UPS CC - EL CENTRO 10549,2021,150
Delivery Fleet at UPS CC - YUCCA VALLEY 62292,2021,150
Delivery Fleet at UPS CC - SO SANFRANCISCO 11307,2021,150
Delivery Fleet at FedEx Ship Center Bakersfield BFLA,2021,150
Delivery Fleet at FedEx Ship Center Canoga Park JSNA,2021,150
Delivery Fleet at FedEx Ship Center Carlsbad CLDA,2021,150
Delivery Fleet at FedEx Ship Center Chico CICA,2021,150
Delivery Fleet at FedEx Ship Center Clovis FATA,2021,150
Delivery Fleet at FedEx Ship Center Costa Mesa APVA,2021,150
Delivery Fleet at FedEx Ship Center Culver City CCDA,2021,150
Delivery Fleet at FedEx Ship Center Emeryville JEMA,2021,150
Delivery Fleet at FedEx Ship Center Eureka EKAA,2021,150
Delivery Fleet at FedEx Ship Center Fullerton FULA,2021,150
Delivery Fleet at FedEx Ship Center Gardena TOAA,2021,150
Delivery Fleet at FedEx Ship Center Goleta SBAA,2021,150
Delivery Fleet at FedEx Ship Center Grass Valley OVEA,2021,150
Delivery Fleet at FedEx Ship Center Hawthorne HHRA,2021,150
Delivery Fleet at FedEx Ship Center Imperial IPLA,2021,150
Delivery Fleet at FedEx Ship Center City Of Industry POCA,2021,150
Delivery Fleet at FedEx Ship Center Irvine NZJA,2021,150
Delivery Fleet at FedEx Ship Center Lancaster WJFA,2021,150
Delivery Fleet at FedEx Ship Center Los Angeles VXCE,2021,150
Delivery Fleet at FedEx Ship Center Los Angeles EMTA,2021,150
Delivery Fleet at FedEx Ship Center Los Angeles JGXA,2021,150
Delivery Fleet at FedEx Ship Center Marina Del Rey SMOA,2021,150
Delivery Fleet at FedEx Ship Center Menlo Park PAOA,2021,150
Delivery Fleet at FedEx Ship Center Merced MCEA,2021,150
Delivery Fleet at FedEx Ship Center Modesto MODA,2021,150
Delivery Fleet at FedEx Ship Center Monterey MRYA,2021,150
Delivery Fleet at FedEx Ship Center North Hills VNYA,2021,150
Delivery Fleet at FedEx Ship Center Oakland JBSA,2021,150
Delivery Fleet at FedEx Ship Center Ontario ONTA,2021,150
Delivery Fleet at FedEx Ship Center Oxnard OXRA,2021,150
Delivery Fleet at FedEx Ship Center Pacheco CCRA,2021,150
Delivery Fleet at FedEx Ship Center Palm Springs PSPA,2021,150
Delivery Fleet at FedEx Ship Center Petaluma NOTA,2021,150
Delivery Fleet at FedEx Ship Center Pleasanton LVKA,2021,150
Delivery Fleet at FedEx Ship Center Rancho Cordova MHRA,2021,150
Delivery Fleet at FedEx Ship Center Redding RDDA,2021,150
Delivery Fleet at FedEx Ship Center Ridgecrest IYKA,2021,150
Delivery Fleet at FedEx Ship Center Rocklin AUNA,2021,150
Delivery Fleet at FedEx Ship Center Sacramento SMFA,2021,150
Delivery Fleet at FedEx Ship Center Sacramento SMFE,2021,150
Delivery Fleet at FedEx Ship Center San Diego JBKA,2021,150
Delivery Fleet at FedEx Ship Center San Diego MYFA,2021,150
Delivery Fleet at FedEx Ship Center San Diego SANA,2021,150
Delivery Fleet at FedEx Ship Center San Diego SDMA,2021,150
Delivery Fleet at FedEx Ship Center San Francisco PCCE,2021,150
Delivery Fleet at FedEx Ship Center San Francisco SFOA,2021,150
Delivery Fleet at FedEx Ship Center San Jose RHVA,2021,150
Delivery Fleet at FedEx Ship Center San Luis Obispo SBPA,2021,150
Delivery Fleet at FedEx Ship Center San Rafael SRFA,2021,150
Delivery Fleet at FedEx Ship Center Santa Fe Springs JDYA,2021,150
Delivery Fleet at FedEx Ship Center Santa Maria SMXA,2021,150
Delivery Fleet at FedEx Ship Center Signal Hill LGBA,2021,150
Delivery Fleet at FedEx Ship Center Soquel SRUA,2021,150
Delivery Fleet at FedEx Ship Center South San Francisco SQLA,2021,150
Delivery Fleet at FedEx Ship Center Stockton SCKA,2021,150
Delivery Fleet at FedEx Ship Center Sun Valley BURA,2021,150
Delivery Fleet at FedEx Ship Center Sunnyvale COAA,2021,150
Delivery Fleet at FedEx Ship Center Temecula HMTA,2021,150
Delivery Fleet at FedEx Ship Center Ukiah UKIA,2021,150
Delivery Fleet at FedEx Ship Center Victorville DAGA,2021,150
Delivery Fleet at FedEx Ship Center Visalia VISA,2021,150
Delivery Fleet at FedEx Ship Center Yuba City MYVA,2021,150
Port Drayage Trucks at Port Oakland,2022,150
Port Drayage Trucks at Port Long Beach,2022,150
Port Drayage Trucks at Port Los Angeles,2022,150
Port Drayage Trucks at Port San Diego,2022,150
Port Drayage Trucks at Port Redwood City,2022,150
Port Drayage Trucks at Port San Francisco,2022,150
Port Drayage Trucks at Port Richmond,2022,150
Port Drayage Trucks at Port Hueneme,2022,150
Port Drayage Trucks at Port Stockton,2022,150
Trucks at Bob Hope (Burbank) Airport (BUR),2022,150
Trucks at Fresno Yosemite International Airport (FAT),2022,150
Trucks at John Wayne / Orange County Airport (SNA),2022,150
Trucks at Long Beach Municipal Airport (LGB),2022,150
Trucks at Los Angeles International Airport (LAX),2022,150
Trucks at Los Angeles Ontario International Airport (ONT),2022,150
Trucks at Norman Y. Mineta San Jos_ International Airport (SJC),2022,150
Trucks at Oakland International Airport (OAK),2022,150
Trucks at Sacramento International Airport (SMF),2022,150
Trucks at Sacramento Mather Airport (MHR),2022,150
Trucks at San Diego International Airport (SAN),2022,150
Trucks at San Francisco International Airport (SFO),2022,150
Truck Fleet at Ames Industrial Park,2022,150
Truck Fleet at Arch Road Logistics Center,2022,150
Truck Fleet at Beckman Industrial Park,2022,150
Truck Fleet at Broken Drum Industrial Park,2022,150
Truck Fleet at Buena Park Industrial Center,2022,150
Truck Fleet at California Logistics Centre,2022,150
Truck Fleet at Campbell Industrial Park,2022,150
Truck Fleet at Carmelo Industrial Park,2022,150
Truck Fleet at Central Valley Industrial Park,2022,150
Truck Fleet at Charter Industrial Area,2022,150
Truck Fleet at Cherokee Industrial Park,2022,150
Truck Fleet at Collins Industrial Park,2022,150
Truck Fleet at Concord Diablo Industrial Park,2022,150
Truck Fleet at Concord Industrial Park,2022,150
Truck Fleet at Conti Industrial Park,2022,150
Truck Fleet at Corona Industrial Park,2022,150
Truck Fleet at Cupertino Industrial Park,2022,150
Truck Fleet at Delta Court Industrial Park,2022,150
Truck Fleet at Diablo Industrial Park,2022,150
Truck Fleet at Edgewater Industrial Center,2022,150
Truck Fleet at El Pinal Industrial Park,2022,150
Truck Fleet at Enterprise Distribution Center,2022,150
Truck Fleet at Fairgrounds Industrial Park,2022,150
Truck Fleet at Fremont Industrial Park,2022,150
Truck Fleet at Giant Trade Center,2022,150
Truck Fleet at Gladstone Industrial Park,2022,150
Truck Fleet at Goldring Industrial Park,2022,150
Truck Fleet at Grant Industrial Park,2022,150
Truck Fleet at Hayman Street Industrial Complex,2022,150
Truck Fleet at Hensley Industrial Park,2022,150
Truck Fleet at Hesperian Industrial Park,2022,150
Truck Fleet at Hilltop Industrial Park,2022,150
Truck Fleet at Koll Arden Industrial Center,2022,150
Truck Fleet at La Cienega Industrial Park,2022,150
Truck Fleet at Lathrop Industrial Park,2022,150
Truck Fleet at Los Angeles Industrial Park,2022,150
Truck Fleet at Mabury Industrial Park,2022,150
Truck Fleet at MacArthur Industrial Park,2022,150
Truck Fleet at Manteca Industrial Park,2022,150
Truck Fleet at Mason Industrial Park,2022,150
Truck Fleet at Massie Industrial Park,2022,150
Truck Fleet at Milpitas Industrial Park,2022,150
Truck Fleet at Monrovia Industrial Park,2022,150
Truck Fleet at North County Industrial Park,2022,150
Truck Fleet at North Hayward Industrial Park,2022,150
Truck Fleet at Oakmead Industrial Park,2022,150
Truck Fleet at Rancho Sierra Industrial Park,2022,150
Truck Fleet at Rheem Industrial Park,2022,150
Truck Fleet at Saticoy Industrial Park,2022,150
Truck Fleet at Shary Industrial Park,2022,150
Truck Fleet at Stonebridge Industrial Park,2022,150
Truck Fleet at Sycamore Industrial Park,2022,150
Truck Fleet at Torrey Knolls Industrial Park,2022,150
Truck Fleet at Triangle Industrial Park,2022,150
Truck Fleet at Victory Industrial Park,2022,150
Truck Fleet at Walnut Industrial Park,2022,150
Truck Fleet at West Park Logistics Center,2022,150
Truck Fleet at Westminster Industrial Center,2022,150
Truck Fleet at Whitehall Industrial Park,2022,150
Truck Fleet at Wiegman Distribution Center,2022,150
Truck Fleet at Williams Street Industrial Park,2022,150
Truck Fleet at Winton Industrial Center,2022,150
Truck Fleet at Winton Logistics Center,2022,150
Truck Fleet at Wrigley Creek Industrial Park,2022,150
Truck Fleet at Zanker/Charcot Industrial Park,2022,150
Truck Fleet at Centerpoint Intermodal Center,2022,150
Truck Fleet at Fairchild Industrial Park,2022,150
Truck Fleet at Old River Industrial Park,2022,150
Truck Fleet at ProLogis Park Duck Creek,2022,150
Santa Monica Big Blue Bus,2022,150
Fresno Area Express,2022,150
Santa Barbara Metropolitan Transit District,2022,150
Santa Cruz Metropolitan Transit District,2022,150
Monterey-Salinas Transit,2022,150
Santa Clarita Transit,2022,150
Fresno County Rural Transit Agency,2022,150
Los Angeles County MTA Division 1,2022,150
Los Angeles County MTA Division 2,2022,150
Los Angeles County MTA Division 3,2022,150
Los Angeles County MTA Division 5,2022,150
Los Angeles County MTA Division 6,2022,150
Los Angeles County MTA Division 7,2022,150
Los Angeles County MTA Division 8,2022,150
Los Angeles County MTA Division 9,2022,150
Los Angeles County MTA Division 10,2022,150
Los Angeles County MTA Division 11,2022,150
Los Angeles County MTA Division 13,2022,150
Los Angeles County MTA Division 15,2022,150
Los Angeles County MTA Division 18,2022,150
Orange County Transportation Authority Garden Grove,2022,150
Orange County Transportation Authority Santa Ana,2022,150
San Diego Metropolitan Transit System Imperial Avenue Division,2022,150
San Diego Metropolitan Transit System Kearny Mesa Division,2022,150
San Diego Metropolitan Transit System South Bay Bus Maintenance Facility,2022,150
San Diego Metropolitan Transit System East County Bus Maintenance Facility,2022,150
San Diego Metropolitan Transit System Copley Park Maintenance Facility,2022,150
Alameda/Contra Costa Transit District Emeryville Division,2022,150
Alameda/Contra Costa Transit District Richmond Division,2022,150
Alameda/Contra Costa Transit District East Oakland Division,2022,150
Alameda/Contra Costa Transit District Hayward Division,2022,150
Santa Clara Valley Transportation Authority - Chaboya Division,2022,150
Santa Clara Valley Transportation Authority - Cerone Division,2022,150
Santa Clara Valley Transportation Authority - North Division,2022,150
San Mateo County Transit District North Base,2022,150
San Mateo County Transit District South Base,2022,150
Sacramento Regional Transit District,2022,150
Golden Gate Transit - San Rafael,2022,150
Golden Gate Transit - Santa Rosa,2022,150
Golden Gate Transit - Novato,2022,150
Golden Gate Transit - San Francisco,2022,150
Riverside Transit Agency - Riverside Division,2022,150
Riverside Transit Agency -  Hemet Division,2022,150
Delivery Fleet at UPS CC - BAKERSFIELD 11318,2022,150
Delivery Fleet at UPS CC - MOJAVE 11497,2022,150
Delivery Fleet at UPS CC - LANCASTER 11492,2022,150
Delivery Fleet at UPS CC - VISALIA 11321,2022,150
Delivery Fleet at UPS CC - RIDGECREST 11496,2022,150
Delivery Fleet at UPS CC - VENTURA 11485,2022,150
Delivery Fleet at UPS CC - GOLETA 11489,2022,150
Delivery Fleet at UPS CC - NEWBURY PARK 11481,2022,150
Delivery Fleet at UPS CC - SYLMAR 11031,2022,150
Delivery Fleet at UPS CC - VAN NUYS 11021,2022,150
Delivery Fleet at UPS CC - SANTA MARIA 11494,2022,150
Delivery Fleet at UPS CC - SAN LUIS OBISPO 11491,2022,150
Delivery Fleet at UPS CC LOS ANGELES 11026,2022,150
Delivery Fleet at UPS CC - LOS ANGELES 11022,2022,150
Delivery Fleet at UPS CC - LOS ANGELES 11023,2022,150
Delivery Fleet at UPS CC - FRESNO 11317,2022,150
Delivery Fleet at UPS CC - BALDWIN PARK 11024,2022,150
Delivery Fleet at UPS CC - GARDENA 11477,2022,150
Delivery Fleet at UPS CC - VICTORVILLE 11483,2022,150
Delivery Fleet at UPS CERRITOS 11027,2022,150
Delivery Fleet at UPS CC CHICO 11314,2022,150
Delivery Fleet at UPS CC - MARYSVILLE 11331,2022,150
Delivery Fleet at UPS CC - QUANCY 10698,2022,150
Delivery Fleet at UPS CC - GRASS VALLEY 11305,2022,150
Delivery Fleet at UPS CC  - ANDERSON 11325,2022,150
Delivery Fleet at UPS CC - ROCKLIN 11326,2022,150
Delivery Fleet at UPS CC - LAKEPORT 11328,2022,150
Delivery Fleet at UPS CC - WEST SACRAMENTO 11315,2022,150
Delivery Fleet at UPS CC UKIAH 11322,2022,150
Delivery Fleet at UPS CORDOVA BUILDING 93411,2022,150
Delivery Fleet at UPS CC - SUSANVILLE 11333,2022,150
Delivery Fleet at UPS CC - SANTA ROSA 11323,2022,150
Delivery Fleet at UPS CC - NAPA 11330,2022,150
Delivery Fleet at UPS CC - FAIRFIELD 11313,2022,150
Delivery Fleet at UPS CC - FORT BRAGG 11335,2022,150
Delivery Fleet at UPS CC - PETALUMA 11340,2022,150
Delivery Fleet at UPS CC - SOUTH LAKE TAHOE 11334,2022,150
Delivery Fleet at UPS CC-OAKLEY 143816,2022,150
Delivery Fleet at UPS CC - CONCORD 11312,2022,150
Delivery Fleet at UPS CC - MERCED 11329,2022,150
Delivery Fleet at UPS CC - BISHOP 11495,2022,150
Delivery Fleet at UPS CC - CERES 11324,2022,150
Delivery Fleet at UPS CC - ANGELS CAMP 11341,2022,150
Delivery Fleet at UPS CC - SALINAS 11319,2022,150
Delivery Fleet at UPS CC - MONTEREY 11339,2022,150
Delivery Fleet at UPS CC - STOCKTON 11316,2022,150
Delivery Fleet at UPS CC - SAN JOSE 11338,2022,150
Delivery Fleet at UPS CC - SANTA CRUZ 11327,2022,150
Delivery Fleet at UPS CC - SUNNYVALE 11308,2022,150
Delivery Fleet at UPS CC - MENLO PARK 11311,2022,150
Delivery Fleet at UPS CC - SAN RAMON 11343,2022,150
Delivery Fleet at UPS CC - ANAHEIM 11476,2022,150
Delivery Fleet at UPS CC - ONTARIO 11482,2022,150
Delivery Fleet at UPS CC - ALISO VIEJO 11480,2022,150
Delivery Fleet at UPS CC - AVALON 11025,2022,150
Delivery Fleet at UPS CC - RIVERSIDE 11490,2022,150
Delivery Fleet at UPS CC - SAN BERNARDINO 11486,2022,150
Delivery Fleet at UPS CC - ROMOLAND 11493,2022,150
Delivery Fleet at UPS CC - YREKA 10697,2022,150
Delivery Fleet at UPS CC EUREKA 11320,2022,150
Delivery Fleet at UPS CC - CRESCENT CITY 11332,2022,150
Delivery Fleet at UPS CC - RICHMOND 11342,2022,150
Delivery Fleet at UPS CC - SAN RAFAEL 11310,2022,150
Delivery Fleet at UPS CC - OAKLAND 11309,2022,150
Delivery Fleet at UPS CC - SAN FRANCISCO 11306,2022,150
Delivery Fleet at UPS CC - SAN DIEGO 11478,2022,150
Delivery Fleet at UPS CC - CHULA VISTA 11479,2022,150
Delivery Fleet at UPS CC - SAN MARCOS 11487,2022,150
Delivery Fleet at UPS CC - PALM SPRINGS 11488,2022,150
Delivery Fleet at UPS CC - EL CENTRO 10549,2022,150
Delivery Fleet at UPS CC - YUCCA VALLEY 62292,2022,150
Delivery Fleet at UPS CC - SO SANFRANCISCO 11307,2022,150
Delivery Fleet at FedEx Ship Center Bakersfield BFLA,2022,150
Delivery Fleet at FedEx Ship Center Canoga Park JSNA,2022,150
Delivery Fleet at FedEx Ship Center Carlsbad CLDA,2022,150
Delivery Fleet at FedEx Ship Center Chico CICA,2022,150
Delivery Fleet at FedEx Ship Center Clovis FATA,2022,150
Delivery Fleet at FedEx Ship Center Costa Mesa APVA,2022,150
Delivery Fleet at FedEx Ship Center Culver City CCDA,2022,150
Delivery Fleet at FedEx Ship Center Emeryville JEMA,2022,150
Delivery Fleet at FedEx Ship Center Eureka EKAA,2022,150
Delivery Fleet at FedEx Ship Center Fullerton FULA,2022,150
Delivery Fleet at FedEx Ship Center Gardena TOAA,2022,150
Delivery Fleet at FedEx Ship Center Goleta SBAA,2022,150
Delivery Fleet at FedEx Ship Center Grass Valley OVEA,2022,150
Delivery Fleet at FedEx Ship Center Hawthorne HHRA,2022,150
Delivery Fleet at FedEx Ship Center Imperial IPLA,2022,150
Delivery Fleet at FedEx Ship Center City Of Industry POCA,2022,150
Delivery Fleet at FedEx Ship Center Irvine NZJA,2022,150
Delivery Fleet at FedEx Ship Center Lancaster WJFA,2022,150
Delivery Fleet at FedEx Ship Center Los Angeles VXCE,2022,150
Delivery Fleet at FedEx Ship Center Los Angeles EMTA,2022,150
Delivery Fleet at FedEx Ship Center Los Angeles JGXA,2022,150
Delivery Fleet at FedEx Ship Center Marina Del Rey SMOA,2022,150
Delivery Fleet at FedEx Ship Center Menlo Park PAOA,2022,150
Delivery Fleet at FedEx Ship Center Merced MCEA,2022,150
Delivery Fleet at FedEx Ship Center Modesto MODA,2022,150
Delivery Fleet at FedEx Ship Center Monterey MRYA,2022,150
Delivery Fleet at FedEx Ship Center North Hills VNYA,2022,150
Delivery Fleet at FedEx Ship Center Oakland JBSA,2022,150
Delivery Fleet at FedEx Ship Center Ontario ONTA,2022,150
Delivery Fleet at FedEx Ship Center Oxnard OXRA,2022,150
Delivery Fleet at FedEx Ship Center Pacheco CCRA,2022,150
Delivery Fleet at FedEx Ship Center Palm Springs PSPA,2022,150
Delivery Fleet at FedEx Ship Center Petaluma NOTA,2022,150
Delivery Fleet at FedEx Ship Center Pleasanton LVKA,2022,150
Delivery Fleet at FedEx Ship Center Rancho Cordova MHRA,2022,150
Delivery Fleet at FedEx Ship Center Redding RDDA,2022,150
Delivery Fleet at FedEx Ship Center Ridgecrest IYKA,2022,150
Delivery Fleet at FedEx Ship Center Rocklin AUNA,2022,150
Delivery Fleet at FedEx Ship Center Sacramento SMFA,2022,150
Delivery Fleet at FedEx Ship Center Sacramento SMFE,2022,150
Delivery Fleet at FedEx Ship Center San Diego JBKA,2022,150
Delivery Fleet at FedEx Ship Center San Diego MYFA,2022,150
Delivery Fleet at FedEx Ship Center San Diego SANA,2022,150
Delivery Fleet at FedEx Ship Center San Diego SDMA,2022,150
Delivery Fleet at FedEx Ship Center San Francisco PCCE,2022,150
Delivery Fleet at FedEx Ship Center San Francisco SFOA,2022,150
Delivery Fleet at FedEx Ship Center San Jose RHVA,2022,150
Delivery Fleet at FedEx Ship Center San Luis Obispo SBPA,2022,150
Delivery Fleet at FedEx Ship Center San Rafael SRFA,2022,150
Delivery Fleet at FedEx Ship Center Santa Fe Springs JDYA,2022,150
Delivery Fleet at FedEx Ship Center Santa Maria SMXA,2022,150
Delivery Fleet at FedEx Ship Center Signal Hill LGBA,2022,150
Delivery Fleet at FedEx Ship Center Soquel SRUA,2022,150
Delivery Fleet at FedEx Ship Center South San Francisco SQLA,2022,150
Delivery Fleet at FedEx Ship Center Stockton SCKA,2022,150
Delivery Fleet at FedEx Ship Center Sun Valley BURA,2022,150
Delivery Fleet at FedEx Ship Center Sunnyvale COAA,2022,150
Delivery Fleet at FedEx Ship Center Temecula HMTA,2022,150
Delivery Fleet at FedEx Ship Center Ukiah UKIA,2022,150
Delivery Fleet at FedEx Ship Center Victorville DAGA,2022,150
Delivery Fleet at FedEx Ship Center Visalia VISA,2022,150
Delivery Fleet at FedEx Ship Center Yuba City MYVA,2022,150
Port Drayage Trucks at Port Oakland,2023,150
Port Drayage Trucks at Port Long Beach,2023,150
Port Drayage Trucks at Port Los Angeles,2023,150
Port Drayage Trucks at Port San Diego,2023,150
Port Drayage Trucks at Port Redwood City,2023,150
Port Drayage Trucks at Port San Francisco,2023,150
Port Drayage Trucks at Port Richmond,2023,150
Port Drayage Trucks at Port Hueneme,2023,150
Port Drayage Trucks at Port Stockton,2023,150
Trucks at Bob Hope (Burbank) Airport (BUR),2023,150
Trucks at Fresno Yosemite International Airport (FAT),2023,150
Trucks at John Wayne / Orange County Airport (SNA),2023,150
Trucks at Long Beach Municipal Airport (LGB),2023,150
Trucks at Los Angeles International Airport (LAX),2023,150
Trucks at Los Angeles Ontario International Airport (ONT),2023,150
Trucks at Norman Y. Mineta San Jos_ International Airport (SJC),2023,150
Trucks at Oakland International Airport (OAK),2023,150
Trucks at Sacramento International Airport (SMF),2023,150
Trucks at Sacramento Mather Airport (MHR),2023,150
Trucks at San Diego International Airport (SAN),2023,150
Trucks at San Francisco International Airport (SFO),2023,150
Truck Fleet at Ames Industrial Park,2023,150
Truck Fleet at Arch Road Logistics Center,2023,150
Truck Fleet at Beckman Industrial Park,2023,150
Truck Fleet at Broken Drum Industrial Park,2023,150
Truck Fleet at Buena Park Industrial Center,2023,150
Truck Fleet at California Logistics Centre,2023,150
Truck Fleet at Campbell Industrial Park,2023,150
Truck Fleet at Carmelo Industrial Park,2023,150
Truck Fleet at Central Valley Industrial Park,2023,150
